case_id,activity,timestamp,resource,department,region,role,lifecycle
EMP-0077,Compliance Training Assigned,2025-11-12 9:20,L&D_Nina,Learning & Development,EMEA,Marketing Specialist,complete
EMP-0077,Compliance Training Completed,2025-11-14 9:25,L&D_Nina,Learning & Development,EMEA,Marketing Specialist,complete
EMP-0077,Team Introduction Meeting,2025-11-17 12:22,Mgr_Beth,Management,EMEA,Marketing Specialist,complete
EMP-0077,Buddy Assignment,2025-11-18 9:01,Mgr_Chen,Management,EMEA,Marketing Specialist,complete
EMP-0077,System Access Granted,2025-11-18 13:05,Security_Eva,IT Security,EMEA,Marketing Specialist,complete
EMP-0077,First Week Check-in,2025-11-25 9:22,HR_Mike,Human Resources,EMEA,Marketing Specialist,complete
EMP-0077,30-Day Review,2025-12-17 9:24,Mgr_Dana,Management,EMEA,Marketing Specialist,complete
EMP-0077,Onboarding Complete,2025-12-18 9:46,HR_Mike,Human Resources,EMEA,Marketing Specialist,complete
EMP-0078,Offer Accepted,2025-12-05 11:00,HR_Sarah,Human Resources,APAC,Data Analyst,complete
EMP-0078,Background Check Initiated,2025-12-05 12:16,HR_Priya,Human Resources,APAC,Data Analyst,complete
EMP-0078,Background Check Completed,2025-12-09 8:30,Vendor_Sterling,External Vendor,APAC,Data Analyst,complete
EMP-0078,IT Account Creation,2025-12-10 9:03,IT_Aisha,IT Department,APAC,Data Analyst,complete
EMP-0078,Equipment Provisioning,2025-12-12 11:00,IT_John,IT Department,APAC,Data Analyst,complete
EMP-0078,Compliance Training Assigned,2025-12-12 14:23,L&D_Nina,Learning & Development,APAC,Data Analyst,complete
EMP-0078,Compliance Training Completed,2025-12-15 17:54,L&D_Nina,Learning & Development,APAC,Data Analyst,complete
EMP-0078,Team Introduction Meeting,2025-12-17 9:01,Mgr_Beth,Management,APAC,Data Analyst,complete
EMP-0078,Buddy Assignment,2025-12-18 9:13,Mgr_Dana,Management,APAC,Data Analyst,complete
EMP-0078,System Access Granted,2025-12-18 13:02,IT_John,IT Security,APAC,Data Analyst,complete
EMP-0078,First Week Check-in,2025-12-24 9:03,Mgr_Beth,Human Resources,APAC,Data Analyst,complete
EMP-0078,30-Day Review,2026-01-15 14:14,HR_Priya,Management,APAC,Data Analyst,complete
EMP-0078,Onboarding Complete,2026-01-16 15:44,HR_Priya,Human Resources,APAC,Data Analyst,complete
EMP-0079,Offer Accepted,2025-07-07 12:00,HR_Mike,Human Resources,Americas,Marketing Specialist,complete
EMP-0079,Background Check Initiated,2025-07-07 15:06,HR_Sarah,Human Resources,Americas,Marketing Specialist,complete
EMP-0079,Background Check Completed,2025-07-11 9:19,Vendor_Sterling,External Vendor,Americas,Marketing Specialist,complete
EMP-0079,IT Account Creation,2025-07-12 9:07,IT_Carlos,IT Department,Americas,Marketing Specialist,complete
EMP-0079,Equipment Provisioning,2025-07-15 9:13,IT_John,IT Department,Americas,Marketing Specialist,complete
EMP-0079,Equipment Provisioning,2025-07-16 10:49,Logistics_Tom,IT Department,Americas,Marketing Specialist,complete
EMP-0079,Compliance Training Assigned,2025-07-16 13:25,L&D_Raj,Learning & Development,Americas,Marketing Specialist,complete
EMP-0079,Compliance Training Completed,2025-07-21 8:32,L&D_Nina,Learning & Development,Americas,Marketing Specialist,complete
EMP-0079,Team Introduction Meeting,2025-07-22 9:16,Mgr_Chen,Management,Americas,Marketing Specialist,complete
EMP-0079,Buddy Assignment,2025-07-22 15:02,Mgr_Alex,Management,Americas,Marketing Specialist,complete
EMP-0079,System Access Granted,2025-07-23 9:30,IT_John,IT Security,Americas,Marketing Specialist,complete
EMP-0079,First Week Check-in,2025-07-30 9:12,Mgr_Beth,Human Resources,Americas,Marketing Specialist,complete
EMP-0079,30-Day Review,2025-08-20 8:01,Mgr_Dana,Management,Americas,Marketing Specialist,complete
EMP-0079,Onboarding Complete,2025-08-21 8:11,HR_Mike,Human Resources,Americas,Marketing Specialist,complete
EMP-0080,Offer Accepted,2025-07-07 9:00,HR_Priya,Human Resources,EMEA,Data Analyst,complete
EMP-0080,Background Check Initiated,2025-07-07 16:45,HR_Priya,Human Resources,EMEA,Data Analyst,complete
EMP-0080,Background Check Completed,2025-07-09 8:24,Vendor_Sterling,External Vendor,EMEA,Data Analyst,complete
EMP-0080,IT Account Creation,2025-07-09 9:24,IT_John,IT Department,EMEA,Data Analyst,complete
EMP-0080,Equipment Provisioning,2025-07-10 14:41,IT_John,IT Department,EMEA,Data Analyst,complete
EMP-0080,Compliance Training Assigned,2025-07-10 17:41,L&D_Nina,Learning & Development,EMEA,Data Analyst,complete
EMP-0080,Compliance Training Completed,2025-07-14 8:17,L&D_Raj,Learning & Development,EMEA,Data Analyst,complete
EMP-0080,Team Introduction Meeting,2025-07-15 13:57,Mgr_Beth,Management,EMEA,Data Analyst,complete
EMP-0080,Buddy Assignment,2025-07-16 9:26,Mgr_Dana,Management,EMEA,Data Analyst,complete
EMP-0080,System Access Granted,2025-07-16 12:18,Security_Eva,IT Security,EMEA,Data Analyst,complete
EMP-0080,First Week Check-in,2025-07-21 8:20,HR_Mike,Human Resources,EMEA,Data Analyst,complete
EMP-0080,30-Day Review,2025-08-13 8:25,Mgr_Beth,Management,EMEA,Data Analyst,complete
EMP-0080,Onboarding Complete,2025-08-14 13:37,HR_Sarah,Human Resources,EMEA,Data Analyst,complete
EMP-0081,Offer Accepted,2025-10-27 11:00,HR_Sarah,Human Resources,APAC,Customer Support Lead,complete
EMP-0081,Background Check Initiated,2025-10-27 14:48,HR_Mike,Human Resources,APAC,Customer Support Lead,complete
EMP-0081,Background Check Completed,2025-11-03 11:07,Vendor_Sterling,External Vendor,APAC,Customer Support Lead,complete
EMP-0081,IT Account Creation,2025-11-03 14:50,IT_Carlos,IT Department,APAC,Customer Support Lead,complete
EMP-0081,Equipment Provisioning,2025-11-04 9:12,Logistics_Tom,IT Department,APAC,Customer Support Lead,complete
EMP-0081,Compliance Training Assigned,2025-11-04 11:49,L&D_Nina,Learning & Development,APAC,Customer Support Lead,complete
EMP-0081,Compliance Training Completed,2025-11-06 11:05,L&D_Raj,Learning & Development,APAC,Customer Support Lead,complete
EMP-0081,Team Introduction Meeting,2025-11-07 13:02,Mgr_Alex,Management,APAC,Customer Support Lead,complete
EMP-0081,Buddy Assignment,2025-11-08 9:24,Mgr_Beth,Management,APAC,Customer Support Lead,complete
EMP-0081,System Access Granted,2025-11-10 14:06,IT_Carlos,IT Security,APAC,Customer Support Lead,complete
EMP-0081,First Week Check-in,2025-11-14 8:04,Mgr_Alex,Human Resources,APAC,Customer Support Lead,complete
EMP-0081,30-Day Review,2025-12-08 8:27,Mgr_Alex,Management,APAC,Customer Support Lead,complete
EMP-0081,Onboarding Complete,2025-12-09 8:27,HR_Priya,Human Resources,APAC,Customer Support Lead,complete
EMP-0082,Offer Accepted,2025-09-23 14:00,HR_Mike,Human Resources,EMEA,Data Analyst,complete
EMP-0082,Background Check Initiated,2025-09-24 9:23,HR_Mike,Human Resources,EMEA,Data Analyst,complete
EMP-0082,Background Check Completed,2025-09-29 17:36,Vendor_Sterling,External Vendor,EMEA,Data Analyst,complete
EMP-0082,IT Account Creation,2025-09-30 8:10,IT_John,IT Department,EMEA,Data Analyst,complete
EMP-0082,Equipment Provisioning,2025-10-01 15:00,IT_Aisha,IT Department,EMEA,Data Analyst,complete
EMP-0082,Equipment Provisioning,2025-10-03 9:22,IT_Aisha,IT Department,EMEA,Data Analyst,complete
EMP-0082,Compliance Training Assigned,2025-10-03 14:39,L&D_Nina,Learning & Development,EMEA,Data Analyst,complete
EMP-0082,Compliance Training Completed,2025-10-06 11:55,L&D_Raj,Learning & Development,EMEA,Data Analyst,complete
EMP-0082,Team Introduction Meeting,2025-10-07 13:30,Mgr_Alex,Management,EMEA,Data Analyst,complete
EMP-0082,Buddy Assignment,2025-10-08 8:23,Mgr_Dana,Management,EMEA,Data Analyst,complete
EMP-0082,System Access Granted,2025-10-08 12:12,IT_John,IT Security,EMEA,Data Analyst,complete
EMP-0082,First Week Check-in,2025-10-15 9:13,HR_Mike,Human Resources,EMEA,Data Analyst,complete
EMP-0082,30-Day Review,2025-11-04 8:17,Mgr_Chen,Management,EMEA,Data Analyst,complete
EMP-0082,Onboarding Complete,2025-11-06 9:10,HR_Sarah,Human Resources,EMEA,Data Analyst,complete
EMP-0083,Offer Accepted,2025-07-21 14:00,HR_Sarah,Human Resources,EMEA,Customer Support Lead,complete
EMP-0083,Background Check Initiated,2025-07-21 17:55,HR_Priya,Human Resources,EMEA,Customer Support Lead,complete
EMP-0083,Background Check Completed,2025-07-23 8:14,Vendor_Sterling,External Vendor,EMEA,Customer Support Lead,complete
EMP-0083,IT Account Creation,2025-07-23 16:45,IT_Aisha,IT Department,EMEA,Customer Support Lead,complete
EMP-0083,Equipment Provisioning,2025-07-24 8:35,IT_John,IT Department,EMEA,Customer Support Lead,complete
EMP-0083,Compliance Training Assigned,2025-07-24 14:16,L&D_Raj,Learning & Development,EMEA,Customer Support Lead,complete
EMP-0083,Compliance Training Completed,2025-07-28 8:27,L&D_Raj,Learning & Development,EMEA,Customer Support Lead,complete
EMP-0083,Team Introduction Meeting,2025-07-29 8:19,Mgr_Dana,Management,EMEA,Customer Support Lead,complete
EMP-0083,Buddy Assignment,2025-07-29 9:19,Mgr_Chen,Management,EMEA,Customer Support Lead,complete
EMP-0083,System Access Granted,2025-07-29 12:25,IT_John,IT Security,EMEA,Customer Support Lead,complete
EMP-0083,First Week Check-in,2025-08-01 8:02,Mgr_Beth,Human Resources,EMEA,Customer Support Lead,complete
EMP-0083,30-Day Review,2025-08-19 8:11,HR_Priya,Management,EMEA,Customer Support Lead,complete
EMP-0083,Onboarding Complete,2025-08-20 14:16,HR_Priya,Human Resources,EMEA,Customer Support Lead,complete
EMP-0084,Offer Accepted,2025-12-22 15:00,HR_Sarah,Human Resources,APAC,Software Engineer,complete
EMP-0084,Background Check Initiated,2025-12-23 9:04,HR_Sarah,Human Resources,APAC,Software Engineer,complete
EMP-0084,Background Check Completed,2025-12-27 9:07,Vendor_Sterling,External Vendor,APAC,Software Engineer,complete
EMP-0084,IT Account Creation,2025-12-29 13:15,IT_Aisha,IT Department,APAC,Software Engineer,complete
EMP-0084,Equipment Provisioning,2025-12-30 12:41,IT_Aisha,IT Department,APAC,Software Engineer,complete
EMP-0084,Compliance Training Assigned,2025-12-30 16:41,L&D_Raj,Learning & Development,APAC,Software Engineer,complete
EMP-0084,Compliance Training Completed,2026-01-01 9:01,L&D_Nina,Learning & Development,APAC,Software Engineer,complete
EMP-0084,Team Introduction Meeting,2026-01-03 9:21,Mgr_Dana,Management,APAC,Software Engineer,complete
EMP-0084,Buddy Assignment,2026-01-06 9:30,Mgr_Chen,Management,APAC,Software Engineer,complete
EMP-0084,System Access Granted,2026-01-06 13:03,IT_Carlos,IT Security,APAC,Software Engineer,complete
EMP-0084,First Week Check-in,2026-01-12 13:42,Mgr_Beth,Human Resources,APAC,Software Engineer,complete
EMP-0084,30-Day Review,2026-02-03 9:24,Mgr_Alex,Management,APAC,Software Engineer,complete
EMP-0084,Onboarding Complete,2026-02-03 17:04,HR_Priya,Human Resources,APAC,Software Engineer,complete
EMP-0085,Offer Accepted,2025-08-05 12:00,HR_Sarah,Human Resources,Americas,Supply Chain Analyst,complete
EMP-0085,Background Check Initiated,2025-08-05 15:30,HR_Sarah,Human Resources,Americas,Supply Chain Analyst,complete
EMP-0085,Background Check Completed,2025-08-08 9:00,Vendor_BGCheck,External Vendor,Americas,Supply Chain Analyst,complete
EMP-0085,IT Account Creation,2025-08-08 12:59,IT_Aisha,IT Department,Americas,Supply Chain Analyst,complete
EMP-0085,Equipment Provisioning,2025-08-11 9:37,Logistics_Tom,IT Department,Americas,Supply Chain Analyst,complete
EMP-0085,Compliance Training Assigned,2025-08-11 17:13,L&D_Nina,Learning & Development,Americas,Supply Chain Analyst,complete
EMP-0085,Compliance Training Completed,2025-08-14 8:29,L&D_Nina,Learning & Development,Americas,Supply Chain Analyst,complete
EMP-0085,Team Introduction Meeting,2025-08-15 8:08,Mgr_Chen,Management,Americas,Supply Chain Analyst,complete
EMP-0085,Buddy Assignment,2025-08-16 9:22,Mgr_Dana,Management,Americas,Supply Chain Analyst,complete
EMP-0085,System Access Granted,2025-08-18 16:10,IT_Aisha,IT Security,Americas,Supply Chain Analyst,complete
EMP-0085,First Week Check-in,2025-08-25 14:22,Mgr_Alex,Human Resources,Americas,Supply Chain Analyst,complete
EMP-0085,30-Day Review,2025-09-15 17:13,Mgr_Dana,Management,Americas,Supply Chain Analyst,complete
EMP-0085,Onboarding Complete,2025-09-16 12:03,HR_Sarah,Human Resources,Americas,Supply Chain Analyst,complete
EMP-0086,Offer Accepted,2025-08-01 15:00,HR_Sarah,Human Resources,APAC,Data Analyst,complete
EMP-0086,Background Check Initiated,2025-08-02 9:25,HR_Priya,Human Resources,APAC,Data Analyst,complete
EMP-0086,Background Check Completed,2025-08-06 9:30,Vendor_Sterling,External Vendor,APAC,Data Analyst,complete
EMP-0086,IT Account Creation,2025-08-07 9:21,IT_Aisha,IT Department,APAC,Data Analyst,complete
EMP-0086,Equipment Provisioning,2025-08-08 16:58,Logistics_Tom,IT Department,APAC,Data Analyst,complete
EMP-0086,Compliance Training Assigned,2025-08-09 9:02,L&D_Raj,Learning & Development,APAC,Data Analyst,complete
EMP-0086,Compliance Training Completed,2025-08-11 8:17,L&D_Raj,Learning & Development,APAC,Data Analyst,complete
EMP-0086,Team Introduction Meeting,2025-08-13 9:28,Mgr_Chen,Management,APAC,Data Analyst,complete
EMP-0086,Buddy Assignment,2025-08-14 9:27,Mgr_Beth,Management,APAC,Data Analyst,complete
EMP-0086,System Access Granted,2025-08-14 17:36,IT_Aisha,IT Security,APAC,Data Analyst,complete
EMP-0086,First Week Check-in,2025-08-19 8:25,Mgr_Alex,Human Resources,APAC,Data Analyst,complete
EMP-0086,30-Day Review,2025-09-13 9:16,Mgr_Beth,Management,APAC,Data Analyst,complete
EMP-0086,Onboarding Complete,2025-09-15 10:51,HR_Sarah,Human Resources,APAC,Data Analyst,complete
EMP-0087,Offer Accepted,2025-08-21 8:00,HR_Mike,Human Resources,APAC,Marketing Specialist,complete
EMP-0087,Background Check Initiated,2025-08-21 10:41,HR_Priya,Human Resources,APAC,Marketing Specialist,complete
EMP-0087,Background Check Completed,2025-08-26 9:18,Vendor_Sterling,External Vendor,APAC,Marketing Specialist,complete
EMP-0087,IT Account Creation,2025-08-26 16:01,IT_Aisha,IT Department,APAC,Marketing Specialist,complete
EMP-0087,Equipment Provisioning,2025-08-28 9:25,Logistics_Tom,IT Department,APAC,Marketing Specialist,complete
EMP-0087,Equipment Provisioning,2025-08-29 15:41,IT_John,IT Department,APAC,Marketing Specialist,complete
EMP-0087,Compliance Training Assigned,2025-08-30 9:19,HR_Sarah,Learning & Development,APAC,Marketing Specialist,complete
EMP-0087,Compliance Training Completed,2025-09-01 8:55,L&D_Nina,Learning & Development,APAC,Marketing Specialist,complete
EMP-0087,Team Introduction Meeting,2025-09-03 8:09,Mgr_Dana,Management,APAC,Marketing Specialist,complete
EMP-0087,Buddy Assignment,2025-09-04 9:22,Mgr_Dana,Management,APAC,Marketing Specialist,complete
EMP-0087,System Access Granted,2025-09-04 14:15,Security_Eva,IT Security,APAC,Marketing Specialist,complete
EMP-0087,First Week Check-in,2025-09-09 15:09,Mgr_Beth,Human Resources,APAC,Marketing Specialist,complete
EMP-0087,30-Day Review,2025-10-01 9:26,HR_Priya,Management,APAC,Marketing Specialist,complete
EMP-0087,Onboarding Complete,2025-10-02 14:20,HR_Sarah,Human Resources,APAC,Marketing Specialist,complete
EMP-0088,Offer Accepted,2025-08-04 16:00,HR_Mike,Human Resources,EMEA,Data Analyst,complete
EMP-0088,Background Check Initiated,2025-08-04 17:57,HR_Sarah,Human Resources,EMEA,Data Analyst,complete
EMP-0088,Background Check Completed,2025-08-07 11:46,Vendor_BGCheck,External Vendor,EMEA,Data Analyst,complete
EMP-0088,IT Account Creation,2025-08-07 13:06,IT_John,IT Department,EMEA,Data Analyst,complete
EMP-0088,Equipment Provisioning,2025-08-08 17:53,IT_Aisha,IT Department,EMEA,Data Analyst,complete
EMP-0088,Compliance Training Assigned,2025-08-09 9:16,HR_Sarah,Learning & Development,EMEA,Data Analyst,complete
EMP-0088,Compliance Training Completed,2025-08-11 8:26,L&D_Nina,Learning & Development,EMEA,Data Analyst,complete
EMP-0088,Team Introduction Meeting,2025-08-13 9:16,Mgr_Beth,Management,EMEA,Data Analyst,complete
EMP-0088,Buddy Assignment,2025-08-13 12:22,Mgr_Chen,Management,EMEA,Data Analyst,complete
EMP-0088,System Access Granted,2025-08-13 13:27,IT_Aisha,IT Security,EMEA,Data Analyst,complete
EMP-0088,First Week Check-in,2025-08-19 9:05,Mgr_Alex,Human Resources,EMEA,Data Analyst,complete
EMP-0088,30-Day Review,2025-09-11 11:20,Mgr_Beth,Management,EMEA,Data Analyst,complete
EMP-0088,Onboarding Complete,2025-09-15 8:11,HR_Priya,Human Resources,EMEA,Data Analyst,complete
EMP-0089,Offer Accepted,2025-09-11 16:00,HR_Mike,Human Resources,APAC,Customer Support Lead,complete
EMP-0089,Background Check Initiated,2025-09-12 9:04,HR_Priya,Human Resources,APAC,Customer Support Lead,complete
EMP-0089,Background Check Completed,2025-09-16 10:58,Vendor_Sterling,External Vendor,APAC,Customer Support Lead,complete
EMP-0089,IT Account Creation,2025-09-17 9:19,IT_Carlos,IT Department,APAC,Customer Support Lead,complete
EMP-0089,Equipment Provisioning,2025-09-18 8:02,Logistics_Tom,IT Department,APAC,Customer Support Lead,complete
EMP-0089,Compliance Training Assigned,2025-09-18 13:48,L&D_Raj,Learning & Development,APAC,Customer Support Lead,complete
EMP-0089,Compliance Training Completed,2025-09-22 8:05,L&D_Nina,Learning & Development,APAC,Customer Support Lead,complete
EMP-0089,Team Introduction Meeting,2025-09-23 9:05,Mgr_Chen,Management,APAC,Customer Support Lead,complete
EMP-0089,Buddy Assignment,2025-09-24 9:26,Mgr_Alex,Management,APAC,Customer Support Lead,complete
EMP-0089,System Access Granted,2025-09-24 16:12,IT_John,IT Security,APAC,Customer Support Lead,complete
EMP-0089,First Week Check-in,2025-09-29 8:02,HR_Sarah,Human Resources,APAC,Customer Support Lead,complete
EMP-0089,30-Day Review,2025-10-21 8:30,HR_Priya,Management,APAC,Customer Support Lead,complete
EMP-0089,Onboarding Complete,2025-10-22 12:27,HR_Mike,Human Resources,APAC,Customer Support Lead,complete
EMP-0090,Offer Accepted,2025-12-15 8:00,HR_Mike,Human Resources,APAC,UX Designer,complete
EMP-0090,Background Check Initiated,2025-12-15 12:31,HR_Priya,Human Resources,APAC,UX Designer,complete
EMP-0090,Background Check Completed,2025-12-22 10:06,Vendor_Sterling,External Vendor,APAC,UX Designer,complete
EMP-0090,IT Account Creation,2025-12-22 15:25,IT_Carlos,IT Department,APAC,UX Designer,complete
EMP-0090,Equipment Provisioning,2025-12-23 15:06,IT_Aisha,IT Department,APAC,UX Designer,complete
EMP-0090,Compliance Training Assigned,2025-12-24 9:15,HR_Sarah,Learning & Development,APAC,UX Designer,complete
EMP-0090,Compliance Training Completed,2025-12-26 17:57,L&D_Raj,Learning & Development,APAC,UX Designer,complete
EMP-0090,Team Introduction Meeting,2025-12-29 14:59,Mgr_Chen,Management,APAC,UX Designer,complete
EMP-0090,Buddy Assignment,2025-12-30 8:14,Mgr_Alex,Management,APAC,UX Designer,complete
EMP-0090,System Access Granted,2025-12-30 9:14,IT_John,IT Security,APAC,UX Designer,complete
EMP-0090,First Week Check-in,2026-01-05 12:48,HR_Mike,Human Resources,APAC,UX Designer,complete
EMP-0090,30-Day Review,2026-01-23 8:14,Mgr_Dana,Management,APAC,UX Designer,complete
EMP-0090,Onboarding Complete,2026-01-26 8:15,HR_Mike,Human Resources,APAC,UX Designer,complete
EMP-0091,Offer Accepted,2025-08-22 13:00,HR_Priya,Human Resources,EMEA,Product Manager,complete
EMP-0091,Background Check Initiated,2025-08-22 14:45,HR_Mike,Human Resources,EMEA,Product Manager,complete
EMP-0091,Background Check Completed,2025-08-25 8:12,Vendor_BGCheck,External Vendor,EMEA,Product Manager,complete
EMP-0091,IT Account Creation,2025-08-26 9:24,IT_Aisha,IT Department,EMEA,Product Manager,complete
EMP-0091,Equipment Provisioning,2025-08-27 8:16,Logistics_Tom,IT Department,EMEA,Product Manager,complete
EMP-0091,Compliance Training Assigned,2025-08-27 12:57,HR_Sarah,Learning & Development,EMEA,Product Manager,complete
EMP-0091,Compliance Training Completed,2025-08-29 12:12,L&D_Raj,Learning & Development,EMEA,Product Manager,complete
EMP-0091,Team Introduction Meeting,2025-09-01 16:01,Mgr_Beth,Management,EMEA,Product Manager,complete
EMP-0091,Buddy Assignment,2025-09-02 8:14,Mgr_Alex,Management,EMEA,Product Manager,complete
EMP-0091,System Access Granted,2025-09-02 9:40,IT_Carlos,IT Security,EMEA,Product Manager,complete
EMP-0091,First Week Check-in,2025-09-08 9:34,Mgr_Beth,Human Resources,EMEA,Product Manager,complete
EMP-0091,30-Day Review,2025-09-29 9:52,Mgr_Beth,Management,EMEA,Product Manager,complete
EMP-0091,Onboarding Complete,2025-09-30 9:04,HR_Sarah,Human Resources,EMEA,Product Manager,complete
EMP-0092,Offer Accepted,2025-07-14 14:00,HR_Sarah,Human Resources,EMEA,UX Designer,complete
EMP-0092,Background Check Initiated,2025-07-14 17:08,HR_Sarah,Human Resources,EMEA,UX Designer,complete
EMP-0092,Background Check Completed,2025-07-21 8:26,Vendor_Sterling,External Vendor,EMEA,UX Designer,complete
EMP-0092,IT Account Creation,2025-07-22 9:29,IT_Carlos,IT Department,EMEA,UX Designer,complete
EMP-0092,Equipment Provisioning,2025-07-23 8:23,IT_Aisha,IT Department,EMEA,UX Designer,complete
EMP-0092,Compliance Training Assigned,2025-07-23 11:41,HR_Sarah,Learning & Development,EMEA,UX Designer,complete
EMP-0092,Compliance Training Completed,2025-07-25 8:24,L&D_Nina,Learning & Development,EMEA,UX Designer,complete
EMP-0092,Compliance Training Assigned,2025-07-25 16:33,L&D_Nina,Learning & Development,EMEA,UX Designer,complete
EMP-0092,Compliance Training Completed,2025-07-29 9:16,L&D_Raj,Learning & Development,EMEA,UX Designer,complete
EMP-0092,Team Introduction Meeting,2025-07-30 12:43,Mgr_Dana,Management,EMEA,UX Designer,complete
EMP-0092,Buddy Assignment,2025-07-31 8:28,Mgr_Chen,Management,EMEA,UX Designer,complete
EMP-0092,System Access Granted,2025-07-31 12:57,Security_Eva,IT Security,EMEA,UX Designer,complete
EMP-0092,First Week Check-in,2025-08-05 8:00,HR_Sarah,Human Resources,EMEA,UX Designer,complete
EMP-0092,30-Day Review,2025-08-26 9:30,Mgr_Dana,Management,EMEA,UX Designer,complete
EMP-0092,Onboarding Complete,2025-08-27 8:56,HR_Priya,Human Resources,EMEA,UX Designer,complete
EMP-0093,Offer Accepted,2025-10-27 8:00,HR_Sarah,Human Resources,APAC,Marketing Specialist,complete
EMP-0093,Background Check Initiated,2025-10-27 11:55,HR_Mike,Human Resources,APAC,Marketing Specialist,complete
EMP-0093,Background Check Completed,2025-11-05 9:15,Vendor_Sterling,External Vendor,APAC,Marketing Specialist,complete
EMP-0093,IT Account Creation,2025-11-05 17:27,IT_Aisha,IT Department,APAC,Marketing Specialist,complete
EMP-0093,Equipment Provisioning,2025-11-07 8:17,IT_John,IT Department,APAC,Marketing Specialist,complete
EMP-0093,Compliance Training Assigned,2025-11-07 12:07,HR_Sarah,Learning & Development,APAC,Marketing Specialist,complete
EMP-0093,Compliance Training Completed,2025-11-10 13:22,L&D_Raj,Learning & Development,APAC,Marketing Specialist,complete
EMP-0093,Team Introduction Meeting,2025-11-11 9:04,Mgr_Chen,Management,APAC,Marketing Specialist,complete
EMP-0093,Buddy Assignment,2025-11-12 9:23,Mgr_Chen,Management,APAC,Marketing Specialist,complete
EMP-0093,System Access Granted,2025-11-12 14:05,Security_Eva,IT Security,APAC,Marketing Specialist,complete
EMP-0093,First Week Check-in,2025-11-18 14:02,Mgr_Alex,Human Resources,APAC,Marketing Specialist,complete
EMP-0093,30-Day Review,2025-12-04 9:01,Mgr_Dana,Management,APAC,Marketing Specialist,complete
EMP-0093,Onboarding Complete,2025-12-08 8:01,HR_Priya,Human Resources,APAC,Marketing Specialist,complete
EMP-0094,Offer Accepted,2025-11-21 9:00,HR_Mike,Human Resources,APAC,Supply Chain Analyst,complete
EMP-0094,Background Check Initiated,2025-11-21 12:43,HR_Priya,Human Resources,APAC,Supply Chain Analyst,complete
EMP-0094,Background Check Completed,2025-12-01 17:54,Vendor_Sterling,External Vendor,APAC,Supply Chain Analyst,complete
EMP-0094,IT Account Creation,2025-12-02 9:24,IT_Carlos,IT Department,APAC,Supply Chain Analyst,complete
EMP-0094,Equipment Provisioning,2025-12-03 16:45,IT_Aisha,IT Department,APAC,Supply Chain Analyst,complete
EMP-0094,Compliance Training Assigned,2025-12-04 9:26,L&D_Raj,Learning & Development,APAC,Supply Chain Analyst,complete
EMP-0094,Compliance Training Completed,2025-12-06 9:21,L&D_Nina,Learning & Development,APAC,Supply Chain Analyst,complete
EMP-0094,Team Introduction Meeting,2025-12-08 8:04,Mgr_Alex,Management,APAC,Supply Chain Analyst,complete
EMP-0094,Buddy Assignment,2025-12-08 15:19,Mgr_Dana,Management,APAC,Supply Chain Analyst,complete
EMP-0094,System Access Granted,2025-12-09 9:11,IT_Carlos,IT Security,APAC,Supply Chain Analyst,complete
EMP-0094,First Week Check-in,2025-12-15 8:17,Mgr_Alex,Human Resources,APAC,Supply Chain Analyst,complete
EMP-0094,30-Day Review,2026-01-06 8:04,Mgr_Beth,Management,APAC,Supply Chain Analyst,complete
EMP-0094,Onboarding Complete,2026-01-07 9:16,HR_Sarah,Human Resources,APAC,Supply Chain Analyst,complete
EMP-0095,Offer Accepted,2025-12-02 8:00,HR_Sarah,Human Resources,Americas,UX Designer,complete
EMP-0095,Background Check Initiated,2025-12-02 12:43,HR_Sarah,Human Resources,Americas,UX Designer,complete
EMP-0095,Background Check Completed,2025-12-09 9:22,Vendor_Sterling,External Vendor,Americas,UX Designer,complete
EMP-0095,IT Account Creation,2025-12-09 17:08,IT_Aisha,IT Department,Americas,UX Designer,complete
EMP-0095,Equipment Provisioning,2025-12-11 9:16,IT_Aisha,IT Department,Americas,UX Designer,complete
EMP-0095,Compliance Training Assigned,2025-12-11 15:22,HR_Sarah,Learning & Development,Americas,UX Designer,complete
EMP-0095,Compliance Training Completed,2025-12-15 9:04,L&D_Nina,Learning & Development,Americas,UX Designer,complete
EMP-0095,Team Introduction Meeting,2025-12-17 9:10,Mgr_Chen,Management,Americas,UX Designer,complete
EMP-0095,Buddy Assignment,2025-12-18 9:05,Mgr_Dana,Management,Americas,UX Designer,complete
EMP-0095,System Access Granted,2025-12-18 10:47,IT_Carlos,IT Security,Americas,UX Designer,complete
EMP-0095,First Week Check-in,2025-12-25 8:18,Mgr_Alex,Human Resources,Americas,UX Designer,complete
EMP-0095,30-Day Review,2026-01-13 8:16,HR_Priya,Management,Americas,UX Designer,complete
EMP-0095,Onboarding Complete,2026-01-14 10:41,HR_Priya,Human Resources,Americas,UX Designer,complete
EMP-0096,Offer Accepted,2025-11-03 8:00,HR_Mike,Human Resources,Americas,Customer Support Lead,complete
EMP-0096,Background Check Initiated,2025-11-03 10:29,HR_Mike,Human Resources,Americas,Customer Support Lead,complete
EMP-0096,Background Check Completed,2025-11-06 8:57,Vendor_BGCheck,External Vendor,Americas,Customer Support Lead,complete
EMP-0096,IT Account Creation,2025-11-07 9:13,IT_Carlos,IT Department,Americas,Customer Support Lead,complete
